1201,D_UNITED_STATES,0.02
1202,D_UNITED_STATES,0.02
1203,D_UNITED_STATES,0.02
1204,D_CANADA,0.0313
1205,D_UNITED_STATES,0.02
1206,D_UNITED_STATES,0.02
1207,D_UNITED_STATES,0.02
1208,D_UNITED_STATES,0.02
1209,D_UNITED_STATES,0.02
1210,D_UNITED_STATES,0.02
1212,D_UNITED_STATES,0.02
1213,D_UNITED_STATES,0.02
1214,D_UNITED_STATES,0.02
1215,D_UNITED_STATES,0.02
1216,D_UNITED_STATES,0.02
1217,D_UNITED_STATES,0.02
1218,D_UNITED_STATES,0.02
1219,D_UNITED_STATES,0.02
1220,D_UNITED_STATES,0.02
1224,D_UNITED_STATES,0.02
1225,D_UNITED_STATES,0.02
1226,D_CANADA,0.0313
1227,D_UNITED_STATES,0.02
1228,D_UNITED_STATES,0.02
1229,D_UNITED_STATES,0.02
1231,D_UNITED_STATES,0.02
1234,D_UNITED_STATES,0.02
1236,D_CANADA,0.0313
1239,D_UNITED_STATES,0.02
1240,D_UNITED_STATES,0.02
1242,D_BAHAMAS,0.1344
1246,D_BARBADOS,0.2453
124623,D_BARBADOS,0.2453
124624,D_BARBADOS,0.2453
124625,D_BARBADOS,0.2453
124626,D_BARBADOS,0.2453
1246446,D_BARBADOS,0.2453
1246447,D_BARBADOS,0.2453
1246448,D_BARBADOS,0.2453
1246449,D_BARBADOS,0.2453
124645,D_BARBADOS,0.2453
124652,D_BARBADOS,0.2453
124682,D_BARBADOS,0.2453
124683,D_BARBADOS,0.2453
1248,D_UNITED_STATES,0.02
1249,D_CANADA,0.0313
1250,D_CANADA,0.0313
1251,D_UNITED_STATES,0.02
1252,D_UNITED_STATES,0.02
1253,D_UNITED_STATES,0.02
1254,D_UNITED_STATES,0.02
1256,D_UNITED_STATES,0.02
1257,D_CANADA,0.0313
1260,D_UNITED_STATES,0.02
1262,D_UNITED_STATES,0.02
1263,D_CANADA,0.0313
1264,D_ANGUILLA,0.226
1267,D_UNITED_STATES,0.02
1268,D_ANTIGUA_AND_BARBUDA,0.2647
1268406,D_ANTIGUA_AND_BARBUDA,0.2647
1268409,D_ANTIGUA_AND_BARBUDA,0.2647
1268464,D_ANTIGUA_AND_BARBUDA,0.2647
126872,D_ANTIGUA_AND_BARBUDA,0.2647
1268764,D_ANTIGUA_AND_BARBUDA,0.2647
1268770,D_ANTIGUA_AND_BARBUDA,0.2647
1268771,D_ANTIGUA_AND_BARBUDA,0.2647
1268772,D_ANTIGUA_AND_BARBUDA,0.2647
1268773,D_ANTIGUA_AND_BARBUDA,0.2647
1268774,D_ANTIGUA_AND_BARBUDA,0.2647
1268775,D_ANTIGUA_AND_BARBUDA,0.2647
1268776,D_ANTIGUA_AND_BARBUDA,0.2647
1268778,D_ANTIGUA_AND_BARBUDA,0.2647
1268779,D_ANTIGUA_AND_BARBUDA,0.2647
1268780,D_ANTIGUA_AND_BARBUDA,0.2647
1268781,D_ANTIGUA_AND_BARBUDA,0.2647
1268782,D_ANTIGUA_AND_BARBUDA,0.2647
1268783,D_ANTIGUA_AND_BARBUDA,0.2647
1268784,D_ANTIGUA_AND_BARBUDA,0.2647
1268785,D_ANTIGUA_AND_BARBUDA,0.2647
1268786,D_ANTIGUA_AND_BARBUDA,0.2647
1268788,D_ANTIGUA_AND_BARBUDA,0.2647
1268789,D_ANTIGUA_AND_BARBUDA,0.2647
1269,D_UNITED_STATES,0.02
1270,D_UNITED_STATES,0.02
1272,D_UNITED_STATES,0.02
1273,D_CANADA,0.0313
1276,D_UNITED_STATES,0.02
1281,D_UNITED_STATES,0.02
1283,D_UNITED_STATES,0.02
1284,D_VIRGIN_ISLANDS_UK,0.1307
1289,D_CANADA,0.0313
1301,D_UNITED_STATES,0.02
1302,D_UNITED_STATES,0.02
1303,D_UNITED_STATES,0.02
1304,D_UNITED_STATES,0.02
1305,D_UNITED_STATES,0.02
1306,D_CANADA,0.0313
1307,D_UNITED_STATES,0.02
1308,D_UNITED_STATES,0.02
1309,D_UNITED_STATES,0.02
1310,D_UNITED_STATES,0.02
1312,D_UNITED_STATES,0.02
1313,D_UNITED_STATES,0.02
1314,D_UNITED_STATES,0.02
1315,D_UNITED_STATES,0.02
1316,D_UNITED_STATES,0.02
1317,D_UNITED_STATES,0.02
1318,D_UNITED_STATES,0.02
1319,D_UNITED_STATES,0.02
1320,D_UNITED_STATES,0.02
1321,D_UNITED_STATES,0.02
1323,D_UNITED_STATES,0.02
1325,D_UNITED_STATES,0.02
1330,D_UNITED_STATES,0.02
1331,D_UNITED_STATES,0.02
1334,D_UNITED_STATES,0.02
1336,D_UNITED_STATES,0.02
1337,D_UNITED_STATES,0.02
1339,D_UNITED_STATES,0.02
1340,D_VIRGIN_ISLANDS_US,0.06
1341,D_UNITED_STATES,0.02
1343,D_CANADA,0.0313
1345,D_CAYMAN_ISLANDS,0.2763
1347,D_UNITED_STATES,0.02
1351,D_UNITED_STATES,0.02
1352,D_UNITED_STATES,0.02
1353,D_UNITED_STATES,0.02
1354,D_CANADA,0.0313
1360,D_UNITED_STATES,0.02
1361,D_UNITED_STATES,0.02
1365,D_CANADA,0.0313
1367,D_CANADA,0.0313
1368,D_CANADA,0.0313
1369,D_UNITED_STATES,0.02
1380,D_UNITED_STATES,0.02
1382,D_CANADA,0.0313
1385,D_UNITED_STATES,0.02
1386,D_UNITED_STATES,0.02
1387,D_CANADA,0.0313
1401,D_UNITED_STATES,0.02
1402,D_UNITED_STATES,0.02
1403,D_CANADA,0.0313
1404,D_UNITED_STATES,0.02
1405,D_UNITED_STATES,0.02
1406,D_UNITED_STATES,0.02
1407,D_UNITED_STATES,0.02
1408,D_UNITED_STATES,0.02
1409,D_UNITED_STATES,0.02
1410,D_UNITED_STATES,0.02
1412,D_UNITED_STATES,0.02
1413,D_UNITED_STATES,0.02
1414,D_UNITED_STATES,0.02
1415,D_UNITED_STATES,0.02
1416,D_CANADA,0.0313
1417,D_UNITED_STATES,0.02
1418,D_CANADA,0.0313
1419,D_UNITED_STATES,0.02
1423,D_UNITED_STATES,0.02
1424,D_UNITED_STATES,0.02
1425,D_UNITED_STATES,0.02
1428,D_CANADA,0.0313
1430,D_UNITED_STATES,0.02
1431,D_CANADA,0.0313
1432,D_UNITED_STATES,0.02
1434,D_UNITED_STATES,0.02
1435,D_UNITED_STATES,0.02
1437,D_CANADA,0.0313
1438,D_CANADA,0.0313
1440,D_UNITED_STATES,0.02
1441,D_BERMUDA,0.106
1442,D_UNITED_STATES,0.02
1443,D_UNITED_STATES,0.02
1450,D_CANADA,0.0313
1458,D_UNITED_STATES,0.02
1460,D_CANADA,0.0313
1464,D_UNITED_STATES,0.02
1468,D_CANADA,0.0313
1469,D_UNITED_STATES,0.02
1470,D_UNITED_STATES,0.02
1473,D_GRENADA,0.3027
1473403,D_GRENADA,0.3027
1473404,D_GRENADA,0.3027
1473405,D_GRENADA,0.3027
